10,10,0.01,0.5,0.001,0.001,150,0.20666666666666667,0.5933333333333334,0
10,10,0.02,0.5,0.002,0.002,150,0.06,2.32,0
10,10,0.03,0.5,0.003,0.003,150,0.06,0.8766666666666667,0
10,10,0.04,0.5,0.004,0.004,150,0.09666666666666666,1.0033333333333334,0
10,10,0.05,0.5,0.005,0.005,150,0.06333333333333334,0.6966666666666667,0
10,10,0.06,0.5,0.006,0.006,150,0.02,1.1666666666666667,0
10,10,0.07,0.5,0.007,0.007,150,0.013333333333333334,1.2233333333333334,0
10,10,0.08,0.5,0.008,0.008,150,0.11,0.9733333333333334,0
10,10,0.09,0.5,0.009,0.009,150,0.08666666666666667,3.1033333333333335,0
10,10,0.01,0.5,0.001,0.001,150,0.07666666666666666,1.1666666666666667,0
10,10,0.02,0.5,0.002,0.002,150,0.02666666666666667,1.5466666666666666,0
10,10,0.03,0.5,0.003,0.003,150,0.016666666666666666,0.9933333333333333,0
10,10,0.04,0.5,0.004,0.004,150,0.05,1.39,0
10,10,0.05,0.5,0.005,0.005,150,0.12333333333333334,1.0666666666666667,0
10,10,0.06,0.5,0.006,0.006,150,0.09333333333333334,1.7566666666666666,0
10,10,0.07,0.5,0.007,0.007,150,0.09333333333333334,1.7933333333333332,0
10,10,0.08,0.5,0.008,0.008,150,0.09666666666666666,1.48,0
10,10,0.09,0.5,0.009,0.009,150,0.05,1.0366666666666666,0
10,10,0.01,0.5,0.001,0.001,150,0.15,1.4266666666666667,0
10,10,0.02,0.5,0.002,0.002,150,0.23333333333333334,1.5666666666666667,0
10,10,0.03,0.5,0.003,0.003,150,0.18666666666666668,1.5733333333333333,0
10,10,0.04,0.5,0.004,0.004,150,0.23,1.1,0
10,10,0.05,0.5,0.005,0.005,150,0.2,1.35,0
10,10,0.06,0.5,0.006,0.006,150,0.3566666666666667,1.23,0
10,10,0.07,0.5,0.007,0.007,150,0.36,3.42,0
10,10,0.08,0.5,0.008,0.008,150,0.3933333333333333,3.27,0
10,10,0.09,0.5,0.009,0.009,150,0.21333333333333335,2.76,0
